-353,-350.3157894737,-470
-364,-314.9473684211,-470
-384,-293.4736842105,-470
-401,-319.1578947368,-470
-403,-357.0526315789,-470
-390.5,-391.1578947368,-470
-370.5,-404.6315789474,-470
-353.5,-384.8421052632,-470
-353.5,-344.4210526316,-454
-364,-307.3684210526,-454
-381.5,-286.7368421053,-454
-400.5,-306.5263157895,-454
-406.25,-352.4210526316,-454
-395,-389.4736842105,-454
-378,-404.2105263158,-454
-356.5,-389.0526315789,-454
-355.5,-329.2631578947,-438
-368.5,-293.0526315789,-438
-391.5,-282.1052631579,-438
-406.5,-320,-438
-408,-358.7368421053,-438
-391.5,-396.2105263158,-438
-369,-409.2631578947,-438
-355,-382.7368421053,-438
-359.25,-324.2105263158,-422
-368.5,-285.4736842105,-422
-387.5,-266.9473684211,-422
-405.5,-291.7894736842,-422
-408,-338.5263157895,-422
-401,-378.1052631579,-422
-384,-404.2105263158,-422
-356.25,-406.7368421053,-422
-353.5,-322.1052631579,-406
-364.5,-276.6315789474,-406
-389.5,-253.4736842105,-406
-408.25,-286.3157894737,-406
-410,-333.4736842105,-406
-393.25,-384.8421052632,-406
-363.25,-426.9473684211,-406
-347,-386.1052631579,-406
-350.5,-328.4210526316,-390
-357,-270.3157894737,-390
-381.5,-234.1052631579,-390
-404.25,-266.5263157895,-390
-406,-341.8947368421,-390
-390,-384.8421052632,-390
-372.5,-423.5789473684,-390
-345,-404.6315789474,-390
-354.5,-312,-374
-352.5,-271.1578947368,-374
-370.5,-216.4210526316,-374
-398.5,-238.3157894737,-374
-409.5,-314.1052631579,-374
-395.25,-374.3157894737,-374
-375,-413.4736842105,-374
-349.25,-394.5263157895,-374
-360,-295.5789473684,-358
-351,-249.6842105263,-358
-356.5,-195.3684210526,-358
-386,-202.9473684211,-358
-407.5,-261.8947368421,-358
-404.5,-330.9473684211,-358
-392,-364.2105263158,-358
-367,-358.7368421053,-358
-362,-273.2631578947,-342
-349,-227.3684210526,-342
-353,-184,-342
-368,-141.4736842105,-342
-378.25,-186.1052631579,-342
-405,-236.2105263158,-342
-409.5,-304,-342
-388.5,-335.5789473684,-342
-356.5,-188.6315789474,-326
-361.25,-153.2631578947,-326
-377.5,-128,-326
-389,-143.1578947368,-326
-396.5,-168.8421052632,-326
-406,-190.7368421053,-326
-413,-212.6315789474,-326
-412.5,-258.1052631579,-326
-406,-300.2105263158,-326
-391.25,-304.8421052632,-326
-372.25,-256.8421052632,-326
-355,-217.6842105263,-326
-390.25,-158.3157894737,-310
-399,-156.6315789474,-310
-407.25,-170.9473684211,-310
-415.5,-196.2105263158,-310
-416,-216,-310
-407,-212.2105263158,-310
-399,-192.8421052632,-310
-388.25,-176,-310
